place_id,place_name,lat,lng,author_name,birth_year,death_year,work_title,confidence,extraction_method,before_text,sentence,after_text,work_wiki_url,author_wiki_url
1738,上野,35.709,139.7753,夏目漱石,1867,1916,こころ,0.7,ginza_nlp,ただ一つ私の記憶に残っている事がある。,或る時花時分に私は先生といっしょに上野へ行った。,そうしてそこで美しい一対の男女を見た。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1752,上野,35.709,139.7753,夏目漱石,1867,1916,こころ,0.65,regex_有名地名,ただ一つ私の記憶に残っている事がある,或る時花時分に私は先生といっしょに上野へ行った,そうしてそこで美しい一対の男女を見た,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
203,両国,35.6957,139.7944,夏目漱石,1867,1916,こころ,0.9,regex_有名地名,二人は異人種のような顔をして、忙しそうに見える東京をぐるぐる眺めました,それから両国へ来て、暑いのに軍鶏を食いました,Ｋはその勢いで小石川まで歩いて帰ろうというのです,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
515,両国,35.6957,139.7944,夏目漱石,1867,1916,こころ,0.9,regex_有名地名,二人は異人種のような顔をして、忙しそうに見える東京をぐるぐる眺めました,それから両国へ来て、暑いのに軍鶏を食いました,Ｋはその勢いで小石川まで歩いて帰ろうというのです,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
827,両国,35.6957,139.7944,夏目漱石,1867,1916,こころ,0.9,regex_有名地名,二人は異人種のような顔をして、忙しそうに見える東京をぐるぐる眺めました,それから両国へ来て、暑いのに軍鶏を食いました,Ｋはその勢いで小石川まで歩いて帰ろうというのです,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1139,両国,35.6957,139.7944,夏目漱石,1867,1916,こころ,0.9,regex_有名地名,二人は異人種のような顔をして、忙しそうに見える東京をぐるぐる眺めました,それから両国へ来て、暑いのに軍鶏を食いました,Ｋはその勢いで小石川まで歩いて帰ろうというのです,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1451,両国,35.6957,139.7944,夏目漱石,1867,1916,こころ,0.85,regex_有名地名,二人は異人種のような顔をして、忙しそうに見える東京をぐるぐる眺めました,それから両国へ来て、暑いのに軍鶏を食いました,Ｋはその勢いで小石川まで歩いて帰ろうというのです,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1763,両国,35.6957,139.7944,夏目漱石,1867,1916,こころ,0.85,regex_有名地名,二人は異人種のような顔をして、忙しそうに見える東京をぐるぐる眺めました,それから両国へ来て、暑いのに軍鶏を食いました,Ｋはその勢いで小石川まで歩いて帰ろうというのです,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
182,大分,33.2382,131.6126,夏目漱石,1867,1916,こころ,0.85,regex_有名地名,せっかく来た私は一人取り残された,学校の授業が始まるにはまだ大分日数があるので鎌倉におってもよし、帰ってもよいという境遇にいた私は、当分元の宿に留まる覚悟をした,友達は中国のある資産家の息子で金に不自由のない男であったけれども、学校が学校なのと年が年なので、生活の程度は私とそう変りもしなかった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
494,大分,33.2382,131.6126,夏目漱石,1867,1916,こころ,0.85,regex_有名地名,せっかく来た私は一人取り残された,学校の授業が始まるにはまだ大分日数があるので鎌倉におってもよし、帰ってもよいという境遇にいた私は、当分元の宿に留まる覚悟をした,友達は中国のある資産家の息子で金に不自由のない男であったけれども、学校が学校なのと年が年なので、生活の程度は私とそう変りもしなかった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
806,大分,33.2382,131.6126,夏目漱石,1867,1916,こころ,0.85,regex_有名地名,せっかく来た私は一人取り残された,学校の授業が始まるにはまだ大分日数があるので鎌倉におってもよし、帰ってもよいという境遇にいた私は、当分元の宿に留まる覚悟をした,友達は中国のある資産家の息子で金に不自由のない男であったけれども、学校が学校なのと年が年なので、生活の程度は私とそう変りもしなかった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1118,大分,33.2382,131.6126,夏目漱石,1867,1916,こころ,0.9,regex_有名地名,せっかく来た私は一人取り残された,学校の授業が始まるにはまだ大分日数があるので鎌倉におってもよし、帰ってもよいという境遇にいた私は、当分元の宿に留まる覚悟をした,友達は中国のある資産家の息子で金に不自由のない男であったけれども、学校が学校なのと年が年なので、生活の程度は私とそう変りもしなかった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1430,大分,33.2382,131.6126,夏目漱石,1867,1916,こころ,0.85,regex_有名地名,せっかく来た私は一人取り残された,学校の授業が始まるにはまだ大分日数があるので鎌倉におってもよし、帰ってもよいという境遇にいた私は、当分元の宿に留まる覚悟をした,友達は中国のある資産家の息子で金に不自由のない男であったけれども、学校が学校なのと年が年なので、生活の程度は私とそう変りもしなかった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1742,大分,33.2382,131.6126,夏目漱石,1867,1916,こころ,0.85,regex_有名地名,せっかく来た私は一人取り残された,学校の授業が始まるにはまだ大分日数があるので鎌倉におってもよし、帰ってもよいという境遇にいた私は、当分元の宿に留まる覚悟をした,友達は中国のある資産家の息子で金に不自由のない男であったけれども、学校が学校なのと年が年なので、生活の程度は私とそう変りもしなかった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
208,小川町,35.6914,139.7706,夏目漱石,1867,1916,こころ,0.9,regex_市区町村,私は「ええ癒りました、癒りました」と答えて、ずんずん水道橋の方へ曲ってしまいました,"四十六

「私は猿楽町から神保町の通りへ出て、小川町の方へ曲りました",私がこの界隈を歩くのは、いつも古本屋をひやかすのが目的でしたが、その日は手摺れのした書物などを眺める気が、どうしても起らないのです,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
520,小川町,35.6914,139.7706,夏目漱石,1867,1916,こころ,0.9,regex_市区町村,私は「ええ癒りました、癒りました」と答えて、ずんずん水道橋の方へ曲ってしまいました,"四十六

「私は猿楽町から神保町の通りへ出て、小川町の方へ曲りました",私がこの界隈を歩くのは、いつも古本屋をひやかすのが目的でしたが、その日は手摺れのした書物などを眺める気が、どうしても起らないのです,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
832,小川町,35.6914,139.7706,夏目漱石,1867,1916,こころ,0.9,regex_市区町村,私は「ええ癒りました、癒りました」と答えて、ずんずん水道橋の方へ曲ってしまいました,"四十六

「私は猿楽町から神保町の通りへ出て、小川町の方へ曲りました",私がこの界隈を歩くのは、いつも古本屋をひやかすのが目的でしたが、その日は手摺れのした書物などを眺める気が、どうしても起らないのです,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1144,小川町,35.6914,139.7706,夏目漱石,1867,1916,こころ,0.9,regex_市区町村,私は「ええ癒りました、癒りました」と答えて、ずんずん水道橋の方へ曲ってしまいました,"四十六

「私は猿楽町から神保町の通りへ出て、小川町の方へ曲りました",私がこの界隈を歩くのは、いつも古本屋をひやかすのが目的でしたが、その日は手摺れのした書物などを眺める気が、どうしても起らないのです,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1456,小川町,35.6914,139.7706,夏目漱石,1867,1916,こころ,0.9,regex_市区町村,私は「ええ癒りました、癒りました」と答えて、ずんずん水道橋の方へ曲ってしまいました,"四十六

「私は猿楽町から神保町の通りへ出て、小川町の方へ曲りました",私がこの界隈を歩くのは、いつも古本屋をひやかすのが目的でしたが、その日は手摺れのした書物などを眺める気が、どうしても起らないのです,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1768,小川町,35.6914,139.7706,夏目漱石,1867,1916,こころ,0.9,regex_市区町村,私は「ええ癒りました、癒りました」と答えて、ずんずん水道橋の方へ曲ってしまいました,"四十六

「私は猿楽町から神保町の通りへ出て、小川町の方へ曲りました",私がこの界隈を歩くのは、いつも古本屋をひやかすのが目的でしたが、その日は手摺れのした書物などを眺める気が、どうしても起らないのです,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
177,市ヶ谷,35.6944,139.7274,夏目漱石,1867,1916,こころ,0.9,ginza_nlp,奥さんは「本当いうと合の子なんですよ」といった。,奥さんの父親はたしか鳥取かどこかの出であるのに、お母さんの方はまだ江戸といった時分の市ヶ谷で生れた女なので、奥さんは冗談半分そういったのである。,ところが先生は全く方角違いの新潟県人であった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
489,市ヶ谷,35.6944,139.7274,夏目漱石,1867,1916,こころ,0.9,ginza_nlp,奥さんは「本当いうと合の子なんですよ」といった。,奥さんの父親はたしか鳥取かどこかの出であるのに、お母さんの方はまだ江戸といった時分の市ヶ谷で生れた女なので、奥さんは冗談半分そういったのである。,ところが先生は全く方角違いの新潟県人であった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
801,市ヶ谷,35.6944,139.7274,夏目漱石,1867,1916,こころ,0.9,ginza_nlp,奥さんは「本当いうと合の子なんですよ」といった。,奥さんの父親はたしか鳥取かどこかの出であるのに、お母さんの方はまだ江戸といった時分の市ヶ谷で生れた女なので、奥さんは冗談半分そういったのである。,ところが先生は全く方角違いの新潟県人であった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1113,市ヶ谷,35.6944,139.7274,夏目漱石,1867,1916,こころ,0.9,ginza_nlp,奥さんは「本当いうと合の子なんですよ」といった。,奥さんの父親はたしか鳥取かどこかの出であるのに、お母さんの方はまだ江戸といった時分の市ヶ谷で生れた女なので、奥さんは冗談半分そういったのである。,ところが先生は全く方角違いの新潟県人であった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1425,市ヶ谷,35.6944,139.7274,夏目漱石,1867,1916,こころ,0.7,ginza_nlp,奥さんは「本当いうと合の子なんですよ」といった。,奥さんの父親はたしか鳥取かどこかの出であるのに、お母さんの方はまだ江戸といった時分の市ヶ谷で生れた女なので、奥さんは冗談半分そういったのである。,ところが先生は全く方角違いの新潟県人であった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1737,市ヶ谷,35.6944,139.7274,夏目漱石,1867,1916,こころ,0.7,ginza_nlp,奥さんは「本当いうと合の子なんですよ」といった。,奥さんの父親はたしか鳥取かどこかの出であるのに、お母さんの方はまだ江戸といった時分の市ヶ谷で生れた女なので、奥さんは冗談半分そういったのである。,ところが先生は全く方角違いの新潟県人であった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
173,新橋,35.6657,139.7588,夏目漱石,1867,1916,こころ,0.7,ginza_nlp,私はそのうち先生の留守に行って、奥さんと二人差向いで話をする機会に出合った。,先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった。,横浜から船に乗る人が、朝八時半の汽車で新橋を立つのはその頃の習慣であった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
187,新橋,35.6657,139.7588,夏目漱石,1867,1916,こころ,0.65,regex_有名地名,私はそのうち先生の留守に行って、奥さんと二人差向いで話をする機会に出合った,先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった,横浜から船に乗る人が、朝八時半の汽車で新橋を立つのはその頃の習慣であった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
485,新橋,35.6657,139.7588,夏目漱石,1867,1916,こころ,0.7,ginza_nlp,私はそのうち先生の留守に行って、奥さんと二人差向いで話をする機会に出合った。,先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった。,横浜から船に乗る人が、朝八時半の汽車で新橋を立つのはその頃の習慣であった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
499,新橋,35.6657,139.7588,夏目漱石,1867,1916,こころ,0.65,regex_有名地名,私はそのうち先生の留守に行って、奥さんと二人差向いで話をする機会に出合った,先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった,横浜から船に乗る人が、朝八時半の汽車で新橋を立つのはその頃の習慣であった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
797,新橋,35.6657,139.7588,夏目漱石,1867,1916,こころ,0.7,ginza_nlp,私はそのうち先生の留守に行って、奥さんと二人差向いで話をする機会に出合った。,先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった。,横浜から船に乗る人が、朝八時半の汽車で新橋を立つのはその頃の習慣であった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
811,新橋,35.6657,139.7588,夏目漱石,1867,1916,こころ,0.65,regex_有名地名,私はそのうち先生の留守に行って、奥さんと二人差向いで話をする機会に出合った,先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった,横浜から船に乗る人が、朝八時半の汽車で新橋を立つのはその頃の習慣であった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1109,新橋,35.6668,139.7587,夏目漱石,1867,1916,こころ,0.7,ginza_nlp,私はそのうち先生の留守に行って、奥さんと二人差向いで話をする機会に出合った。,先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった。,横浜から船に乗る人が、朝八時半の汽車で新橋を立つのはその頃の習慣であった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1123,新橋,35.6668,139.7587,夏目漱石,1867,1916,こころ,0.65,regex_有名地名,私はそのうち先生の留守に行って、奥さんと二人差向いで話をする機会に出合った,先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった,横浜から船に乗る人が、朝八時半の汽車で新橋を立つのはその頃の習慣であった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1421,新橋,35.6668,139.7587,夏目漱石,1867,1916,こころ,0.7,ginza_nlp,私はそのうち先生の留守に行って、奥さんと二人差向いで話をする機会に出合った。,先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった。,横浜から船に乗る人が、朝八時半の汽車で新橋を立つのはその頃の習慣であった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1435,新橋,35.6668,139.7587,夏目漱石,1867,1916,こころ,0.65,regex_有名地名,私はそのうち先生の留守に行って、奥さんと二人差向いで話をする機会に出合った,先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった,横浜から船に乗る人が、朝八時半の汽車で新橋を立つのはその頃の習慣であった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1733,新橋,35.6668,139.7587,夏目漱石,1867,1916,こころ,0.7,ginza_nlp,私はそのうち先生の留守に行って、奥さんと二人差向いで話をする機会に出合った。,先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった。,横浜から船に乗る人が、朝八時半の汽車で新橋を立つのはその頃の習慣であった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1747,新橋,35.6668,139.7587,夏目漱石,1867,1916,こころ,0.65,regex_有名地名,私はそのうち先生の留守に行って、奥さんと二人差向いで話をする機会に出合った,先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった,横浜から船に乗る人が、朝八時半の汽車で新橋を立つのはその頃の習慣であった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
172,日光,36.7581,139.6206,夏目漱石,1867,1916,こころ,0.75,ginza_nlp,私は箱根から貰った絵端書をまだ持っている。,日光へ行った時は紅葉の葉を一枚封じ込めた郵便も貰った。,当時の私の眼に映った先生と奥さんの間柄はまずこんなものであった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
185,日光,36.7581,139.6206,夏目漱石,1867,1916,こころ,0.85,regex_有名地名,私は箱根から貰った絵端書をまだ持っている,日光へ行った時は紅葉の葉を一枚封じ込めた郵便も貰った,当時の私の眼に映った先生と奥さんの間柄はまずこんなものであった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
484,日光,36.7581,139.6206,夏目漱石,1867,1916,こころ,0.75,ginza_nlp,私は箱根から貰った絵端書をまだ持っている。,日光へ行った時は紅葉の葉を一枚封じ込めた郵便も貰った。,当時の私の眼に映った先生と奥さんの間柄はまずこんなものであった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
497,日光,36.7581,139.6206,夏目漱石,1867,1916,こころ,0.85,regex_有名地名,私は箱根から貰った絵端書をまだ持っている,日光へ行った時は紅葉の葉を一枚封じ込めた郵便も貰った,当時の私の眼に映った先生と奥さんの間柄はまずこんなものであった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
796,日光,36.7581,139.6206,夏目漱石,1867,1916,こころ,0.75,ginza_nlp,私は箱根から貰った絵端書をまだ持っている。,日光へ行った時は紅葉の葉を一枚封じ込めた郵便も貰った。,当時の私の眼に映った先生と奥さんの間柄はまずこんなものであった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
809,日光,36.7581,139.6206,夏目漱石,1867,1916,こころ,0.85,regex_有名地名,私は箱根から貰った絵端書をまだ持っている,日光へ行った時は紅葉の葉を一枚封じ込めた郵便も貰った,当時の私の眼に映った先生と奥さんの間柄はまずこんなものであった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1108,日光,36.7581,139.6206,夏目漱石,1867,1916,こころ,0.9,ginza_nlp,私は箱根から貰った絵端書をまだ持っている。,日光へ行った時は紅葉の葉を一枚封じ込めた郵便も貰った。,当時の私の眼に映った先生と奥さんの間柄はまずこんなものであった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1121,日光,36.7581,139.6206,夏目漱石,1867,1916,こころ,0.9,regex_有名地名,私は箱根から貰った絵端書をまだ持っている,日光へ行った時は紅葉の葉を一枚封じ込めた郵便も貰った,当時の私の眼に映った先生と奥さんの間柄はまずこんなものであった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1420,日光,36.7581,139.6206,夏目漱石,1867,1916,こころ,0.75,ginza_nlp,私は箱根から貰った絵端書をまだ持っている。,日光へ行った時は紅葉の葉を一枚封じ込めた郵便も貰った。,当時の私の眼に映った先生と奥さんの間柄はまずこんなものであった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1433,日光,36.7581,139.6206,夏目漱石,1867,1916,こころ,0.85,regex_有名地名,私は箱根から貰った絵端書をまだ持っている,日光へ行った時は紅葉の葉を一枚封じ込めた郵便も貰った,当時の私の眼に映った先生と奥さんの間柄はまずこんなものであった,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
1732,日光,36.7581,139.6206,夏目漱石,1867,1916,こころ,0.75,ginza_nlp,私は箱根から貰った絵端書をまだ持っている。,日光へ行った時は紅葉の葉を一枚封じ込めた郵便も貰った。,当時の私の眼に映った先生と奥さんの間柄はまずこんなものであった。,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,https://ja.wikipedia.org/wiki/%E5%A4%8F%E7%9B%AE%E6%BC%B1%E7%9F%B3
